,date,news_oil,news_ship,news_sc,news_steel,news_vh,news_others
36,"<span>Feb 18, 2022 05:30AM ET</span>",,,,,,"(Reuters) - Japan's domestic investors are selling foreign equities and bonds aggressively this year, on concerns over monetary tightening by the world's major central banks and its impact across global equity and bond markets.
Domestic investors have sold a total of 1.58 trillion yen ($13.72 billion) worth overseas bonds and equities this year, according to Japan's Ministry of Finance data till the end of last week. 
They sold 385 billion yen of equities and 1.2 trillion yen in bond markets, the data showed. The total selling of 1.58 trillion yen has already surpassed last year's entire sales of 1.5 trillion yen. 
(Graphics: https://fingfx.thomsonreuters.com/gfx/mkt/mypmnjynevr/Japanese%20investments%20in%20overseas%20assets.jpg)
While the major central banks are moving into inflation-fighting mode, and starting to lift their ultra-low borrowing costs, the Bank of Japan (BOJ) is in no hurry to follow suit. 
Inflation in Japan remains distant from BOJ's 2% target, its deputy governor Masazumi Wakatabe said earlier this month.
""Due to the combined effect of rising global yields, Japanese government bonds (JGBs) now offer more attractive returns to local investors,"" Antoine Bouvet, senior rates strategist at ING, said in a report. 
""Combined with the risk of greater losses on bonds denominated in U.S. dollar and euro, this could make JGBs an increasingly attractive alternative.""
Analysts also said currency hedging costs have increased for domestic investors, due to the rise in interest rates in overseas markets.
Another reason for the drop in Japanese investments in foreign equities is the relatively bigger declines in overseas markets. The Nikkei index has fallen 5% this year, compared to the MSCI World's 6% drop.
Last year, Japanese investors sold 3.61 trillion yen of U.S. equities but bought U.S. bonds worth 6.85 trillion yen. During the same time, they sold equities and bonds worth 538 billion yen and 1.76 trillion yen, respectively, in the European Union.

(Graphics: https://fingfx.thomsonreuters.com/gfx/mkt/xmpjojyodvr/Japanese%20investments%20in%20US%20and%20European%20assets.jpg)
($1 = 115.1800 yen) 
 
"
37,"<span>Feb 18, 2022 05:16AM ET</span>",,,,,"BEIJING (Reuters) -Sales of new energy vehicles (NEVs) in China fell 18.6% month-on-month in January after the country cut subsidies for NEVs by 30%, industry data showed on Friday.
Sales of NEVs, which include battery-powered electric vehicles, plug-in petrol-electric hybrids and hydrogen fuel-cell vehicles, in January reached 431,000, representing an annual increase of 135.8%, according to data of the China Association of Automobile Manufacturers (CAAM).
December sales surged as buyers rushed in ahead of a subsidy cut that took place in January, Cui Dongshu, Secretary-General of another industry body China Passenger Car Association (CPCA) said on Monday.
In December 518,000 NEVs were sold in China, increasing 159.5% year on year.
China has ambitious goals in promoting NEVs as part of efforts to curb air pollution and believes the industry has matured enough to be driven by demand rather than subsidies.
Total automotive sales in the world's biggest car market rose 0.9% in January from a year earlier to 2.53 million vehicles, their first uptick after eight consecutive months of declines, according to CAAM.
In January, demand kept increasing before the lunar new year and the supply of chips continued to improve, CAAM said in a statement. But sales growth slowed thanks to impact of COVID epidemic in some areas, it added.
A global shortage of chips, used in everything from brake sensors to power steering and entertainment systems, has led automakers around the world to cut or suspend production, pushing up prices and hurting sales.

On Monday, data from CPCA showed that U.S. electric vehicle maker Tesla (NASDAQ:TSLA) Inc sold 59,845 China-made vehicles in January. 
Tesla is the only foreign automaker among the top ten best selling NEV brands in China thanks to fierce competition, as local manufacturers such as Nio (NYSE:NIO), Xpeng (NYSE:XPEV) Inc and Li Auto Inc cater to Chinese consumers with products more tailor made to local tastes.
 
",
38,"<span>Feb 18, 2022 05:05AM ET</span>","(Reuters) - Tensions over Ukraine are set to keep markets on edge in the week ahead while U.S. consumer data and results from major U.S. retailers will give fresh insights into shoppers' minds as well as inflation and supply chains. 
PMI data could show how major economies are faring as governments dial back on COVID restrictions while flattening yield curves demand attention as the U.S. Federal Reserve's key March meeting draws closer. Meanwhile, by how much will New Zealand's central bank hike rates? 
Here's your week ahead in markets from Wayne Cole in Sydney, Ira Iosebashvili in New York, Sujata Rao, Dhara Ranasinghe and Karin Strohecker in London.
1/SHELLING AND TALKING 
Tensions over Ukraine between Moscow and Washington and other Western capitals have dominated markets in recent days, and there is little sign of this abating as major Western powers warn of a possible imminent Russian invasion.
Diplomatic efforts are continuing at full steam, with U.S. Secretary of State Antony Blinken accepting an invitation to meet Russian Foreign Minister Sergei Lavrov late in the week - provided Russia does not invade Ukraine.
Ukraine will also take centre-stage when some world leaders converge on Germany over the weekend for the annual Munich Security Conference.
Meanwhile on the ground in Ukraine, the pressure is mounting: Kyiv government forces and Russian-backed rebels in the country's east traded fresh accusations of shelling and other ceasefire violations, after artillery and mortar attacks on Thursday. 
European dependence on Russian gas - https://fingfx.thomsonreuters.com/gfx/mkt/myvmnjleqpr/Pasted%20image%201645009642003.png 
2/A GAME OF CONFIDENCE 
After blowout retail sales numbers, U.S. consumers are back in focus as markets parse consumer confidence data and watch a flood of earnings from major retailers for a readout on how soaring inflation is affecting shoppers.
January consumer confidence readings showed expectations for short-term growth ebbing, viewed by some economists as a warning sign against the backdrop of a stock market rout. Stocks have remained volatile in February as investors digest a hawkish shift from the Fed and worry over a potential escalation between Russia and Ukraine.
Earnings from retailers will add to the mix:  Home Depot  (NYSE:HD), Lowe's (NYSE:LOW), Macy's (NYSE:M) and Footlocker are among those scheduled to report fourth quarter results. In addition to bottom lines, investors will be listening out for how firms are managing the supply chain crisis and their views on inflation. 
U.S. consumer confidence - https://fingfx.thomsonreuters.com/gfx/mkt/byvrjxwxqve/Pasted%20image%201644960835162.png 
3/INFLATION SCARE VS GROWTH SCARE 
Flattening bond yield curves -- when gaps between short- and long borrowing costs narrow -- are grabbing attention these days. The U.S. 2-year/10-year curve compressed recently below 40 basis points, the flattest since mid-2020. Canada's curve narrowed to 22 bps, and the UK curve is a whisker off inversion.
An inversion, when short-dated yields rise above the longer segment, is often - though not always - followed by an economic recession. 
Bond traders appear to believe that central bankers, who earlier let inflation run hot, will now rush in with aggressive, front-loaded interest rate hikes, potentially causing a recession.
A BofA survey showed just 12% of investors expect an economic recession and most remain overweight equities. But if inflation continues to surprise to the upside, those bond yield curves may continue their path towards inversion. 
U.S. 2-5 Yield Curve - https://fingfx.thomsonreuters.com/gfx/mkt/klvykmrnavg/US25%20Curve.JPG 
4/ RATE HIKE - BUT BY HOW MUCH?
The Reserve Bank of New Zealand (RBNZ) is considered certain to raise the 0.75% cash rate for a third time in five months when policy makers meet on Wednesday.
The only question is whether Governor Adrian Orr and others will stick to quarter point moves or up the ante to 50 basis points, after recent data showed inflation and labour markets running hot. 
Policy makers have long expressed a preference for gradual moves, but swaps still imply a one-in-three chance of 50 basis points. The RBNZ is also likely to project a hike at every meeting this year, and perhaps an ultimate peak of 3.0%. 
Pressure builds on RBNZ - https://fingfx.thomsonreuters.com/gfx/mkt/xmvjojmxrpr/Pasted%20image%201645087335864.png 
5/ LIVING WITH COVID
    As the Omicron-COVID variant surged in late 2021, many major economies chose not to return to the strictest lockdown restrictions. Now with cases easing in Europe, governments appear more confident in removing more measures. 
    Germany has flagged an easing of restrictions soon; those testing positive for COVID in Britain won't have to self-isolate from late Feb.
    Flash February PMIs due over the coming days -- euro area and UK ones are out on Monday -- could show how such developments are lifting economic activity. Sentiment in Germany has already received a boost and further positive news could encourage central banks to unwind post-pandemic stimulus fast.

    Still, policymakers will watch how other governments fare. Hong Kong and mainland China, for example, aim to suppress the virus - a strategy that could have global repercussions if it pressures supply chains.     
COVID cases in the euro area and the PMIs - https://fingfx.thomsonreuters.com/gfx/mkt/zgvomjxwnvd/Theme1502.PNG  
 
",,,,,
39,"<span>Feb 18, 2022 05:01AM ET</span>",,,,,,"LONDON (Reuters) - Investors pumped money into U.S. Treasuries at the fastest pace in nearly two years in the week to Wednesday and yanked funds out of cash, inflation-linked debt and credit as recession risks rose, BofA's weekly flow report showed on Friday.
Global equities saw a small $2.2 billion of inflows while investors pulled a massive $79.4 billion from cash and $11.8 billion from bonds, according to BofA which is analysing EPFR data. 
""In the next 6 months…rates shock morphs into recession shock,"" BofA analysts led by Michael Hartnett said in a client note.

Among notable weekly highlights, U.S. Treasuries saw the biggest inflows since March 2020 at $7.4 billion while the combined outflows from investment grade, high yield and emerging markets was the largest since April 2020.
Tech funds saw the biggest inflows in five weeks at $0.7 billion while emerging market equities saw inflows to the tune of $3.3 billion in an eighth consecutive week of inflows, the U.S. investment bank said. 
 
"
40,"<span>Feb 18, 2022 04:56AM ET</span>","By Stephen Jewkes
MILAN (Reuters) -Italy's Eni became the latest energy group to benefit from the oil and gas boom as it posted its best result since 2012 to provide cash to cover returns to investors and also fund its green drive.
The group swung to an adjusted net profit of 4.74 billion euros ($5.4 billion) last year from a loss of 758 million euros in 2020 as surging energy prices boosted its upstream business despite lower volumes.
Production of oil and gas fell 3% to 1.682 million barrels of oil equivalent per day in 2021 mainly due to maintenance and lower output at its mature fields.
""Our upstream segment has kept generating the financial resources needed to fund our decarbonization strategy,"" Eni Chief Executive Claudio Descalzi said on Friday.
Eni, which has pledged carbon neutrality by 2050, is due to present a new business plan in March.
Unlike some of its peers Eni is hanging on to lucrative fossil fuels to help fund its green shift while also spinning off assets like its Norwegian Vaar Energi venture, listed this week.
The group is teaming up with BP (NYSE:BP) in Angola in a joint venture and is listing part of its retail and renewables unit in what could be one of Italy's biggest IPOs this year.
""During 2021, we delivered excellent results and accelerated the pace of our transformation strategy,"" Descalzi said.
BOUNCING BACK
In the fourth quarter Eni's adjusted net profit came in at 2.11 billion euros from 50 million euros a year ago to beat a 1.94 billion euro consensus. 
Cash flow from operations before working capital changes at replacement cost jumped 192% in the period to 4.6 billion euros to allow it to cover 1.8 billion euros of investments and confirm its dividend policy. 
The results reflect the industry's bounce back last year after a troubled 2020 when the coronavirus pandemic triggered a collapse in energy demand and prices.
This month larger peers like BP and Shell (LON:RDSa) reported bumper profits thanks to higher energy prices, pledging to return more cash to shareholders.
Eni said it had paid out 2.8 billion euros to shareholders in the form of dividends and share buybacks.
""We see the outlook for 2022... remaining positive for the E&P sector, mostly thanks to a solid oil price scenario,"" said Italian broker IMI (LON:IMI).

One cloud on the horizon is a potential cash call at beleaguered energy service group Saipem in which Eni holds around 30%. 
At 0852 GMT Eni shares were up 1.1% while the European oil index was up 0.3%. ($1 = 0.8793 euros)
 
",,,,,
41,"<span>Feb 18, 2022 04:51AM ET</span>",,,,,,"By Duncan Miriri
NAIROBI (Reuters) - A key IMF-supported programme funding military wages and other essential services in Somalia could expire in May if there are any further delays to elections, the chief International Monetary Fund representative in the country said.
Riven by civil war since 1991, the impoverished Horn of Africa nation has paid its bills since 2017 thanks to the IMF as it slowly rebuilds its institutions despite a ferocious Islamist insurgency.
The current three-year budget programme, worth nearly $400 million, is also a required part of a deal to slash Somalia's debt from more than $5 billion to around a 10th of that. 
But the programme will terminate automatically if a new government is not in place to conclude a review of it by May 17, Laura Jaramillo, the IMF mission chief for Somalia, told Reuters.
""It will impact the government's functioning and could have broader implications,"" she said, referring to the risk that much-delayed elections are not completed in time to renew the deal.
Somalia's Finance Minister Abdirahman Beileh, however, dismissed those concerns. 
""We are confident that elections will be concluded in time so as to not affect the reform programme,"" he said. ""There have been no major challenges in meeting the IMF conditions thus far, and we do not anticipate any.""
Elections had been scheduled for a year ago but were delayed when President Mohamed Abdullahi Mohamed tried to extend his four-year term by two years, a move thwarted by parliament.
DELAY HITS FINANCES
Voting for lawmakers - who will then choose the president - began on Nov. 1. It was supposed to end on Dec. 24, but now may finish on Feb. 25. 
The delay, exacerbated by a months-long dispute between the president and prime minister, has already hit finances.
Somalia expected $170 million in budget support last year but only got $38 million, the IMF said. The government covered the shortfall with new allocations that the IMF gave all members under pressure from COVID-19. But those could run out soon.
""That is when we will start to see the pressures mounting,"" Jaramillo said.
Expiry of the IMF programme would also halt Somalia's journey to debt forgiveness. Under the 2020 deal, approved by the World Bank and the IMF, Somalia's debt was reduced to $3.7 billion, or 63% of GDP, from $5.2 billion or 89% of GDP.
If completed next year, debt should drop to $557 million or 6% of gross domestic product.
""It is a dramatic debt forgiveness and Somalia is close to reaching that goal,"" said Jaramillo.
Somalia's economy is expected to have grown by 2% last year, the IMF said, thanks to household consumption driven by increased remittances and new export markets for goods. It should expand by 3.2% this year if political challenges are resolved, the fund said.

Apart from budgetary support, the IMF programme also allows other development partners to offer financing to Somalia.
The debt relief programme has enabled the government to run a cash transfer scheme to vulnerable households battling drought, COVID-19 and insecurity. 
 
"
42,"<span>Feb 18, 2022 04:45AM ET</span>",,,,,,"BANGKOK (Reuters) - Thailand's property market may not return to pre-pandemic levels until 2024, due to a slower-than-expected economic recovery amid a new coronavirus outbreak and higher inflation, the research unit of a state home loan lender said on Friday.
In November, the research centre had forecast the property market would normalise in 2023 following an easing of mortgage rules to revive a key sector that accounts for about 10% of gross domestic product (GDP) and employs 2.8 million people.
But the COVID-19 outbreak driven by the Omicron variant that emerged late last year had slowed domestic activity, said Vichai Viratkapan, head of the Government Housing Bank's real estate information centre.
""Rising inflation is also impacting people's income and purchasing power,"" he said. Inflation hit a nine-month high of 3.23% in January.
However, the property sector had bottomed out and should be supported by the relaxed rules and government measures, he said, adding the number of newly built houses and apartments were expected to rise by 35% to 105,000 this year.
But demand from foreign buyers will remain low this year due to the coronavirus outbreak, he said.
($1 = 32.11 baht)
 
 "
43,"<span>Feb 18, 2022 04:22AM ET</span>",,,,,,"SINGAPORE (Reuters) - Singapore's Finance Minister Lawrence Wong announced a S$500 million ($372 million) package to support jobs and businesses as part of his budget proposals on Friday. 
Singapore's government has committed close to S$100 billion over the past two years to cushion its people, businesses and the economy from the impact of the COVID-19 pandemic. 

($1 = 1.3426 Singapore dollars) 
(The story corrects million to billion in second paragraph) 
 
"
44,"<span>Feb 18, 2022 04:22AM ET</span>",,,,,,"FRANKFURT (Reuters) - The euro zone's current account surplus rose to 310 billion euros ($352.47 billion) last year, or 2.6% of the bloc's economic output, European Central Bank data showed on Friday.

This compares to 213 billion euros in 2020, or 1.9% of the euro area's GDP.
($1 = 0.8795 euros) 
 
"
45,"<span>Feb 18, 2022 04:21AM ET</span>",,,,,,"FRANKFURT (Reuters) - European Central Bank policymaker Peter Kazimir on Friday joined a growing camp of rate-setters in favour of ending the ECB's bond-buying programme, which were designed to boost inflation in the euro zone.
In an interview with Bloomberg, Kazimir said the Asset Purchase Programme (APP) could end in August but this should not be seen as paving the way for an immediate interest rate hike.
""Trading activity weakens in August so that would bea good natural timing for ending the program,” he said.
He was echoing French governor Francois Villeroy de Galhau, who said bond purchases could end between July and September. Board member Isabel Schnabel also saw an argument for ending the APP.

Like Villeroy, Kazimir said the ECB should change its guidance, which currently says its rates will be raised shortly after bond purchases end.
“It’s time to start thinking about separating the two,”Kazimir said. 
 
"
46,"<span>Feb 18, 2022 03:55AM ET</span>",,,,,,"By Divya Chowdhury
MUMBAI (Reuters) - Uncertainty over the pace of monetary policy will mean a volatile first half for risk assets followed by an upward path for equities in the second half of the year, asset managers said.
Markets will adjust well to rate hikes, but take longer to ""absorb, digest and understand"" quantitative tightening as central banks withdraw monetary stimulus, said Antonio Cavarero, head of investments at Generali (MI:GASI) Insurance Asset Management (GIAM).
""If central banks move up higher in the scale of hawkishness, then this might create more volatility and we will probably face more difficult markets,"" Cavarero, told the Reuters Global Markets Forum on Thursday.
As of December 2020, GIAM managed 470 billion euro ($534 billion) in assets.
Cavarero said he was more confident about the second half of the year when there should be less uncertainty around central bank action. 
Given this scenario of ""a clearer view about the future"", Cavarero said he favours value stocks, including energy, banks and those benefiting from economic reopening following the pandemic. He also backed long-dated bonds as yields rise.
Credit markets would require investing discipline and selection as higher volatility pressures spreads in both high-yield and investment-grade debt, he said.
Kevin Headland, co-chief investment strategist at Manulife Investment Management, said it was important to consider central banks were not ""raising rates from 'normal' levels to combat an overheated economy or runaway inflation"".
Rather they are removing the extra stimulus that was put in place to support economies at the height of lockdowns to contain the pandemic.
Headland was ""constructive"" on equities and U.S. high-yield or lower-rated investment-grade bonds within corporate credit.
Fed officials are not set on any particular pace of rate hikes, according to the minutes of the Jan. 25-26 policy meeting.
DBS Bank chief economist Taimur Baig expected the Federal Reserve to manage demand-side risks with a gradual cycle of four rate hikes, as he said inflation expectations in the U.S. were well-anchored.
Cavarero said the Fed knows the window to raise rates is limited, and expected the U.S. central bank to increase them ""much faster"" than in previous cycles.
($1 = 0.8799 euros)
(Join GMF on Refinitiv Messenger: https://refini.tv/33uoFoQ) 
 
"
47,"<span>Feb 18, 2022 03:41AM ET</span>",,,,,,"DUBAI (Reuters) -The United Arab Emirates and India will sign a trade and investment agreement on Friday during a virtual summit attended by the countries' two leaders, the UAE and Indian local media said. 
UAE de facto ruler Mohamed bin Zayed Al Nahyan and Indian Prime Minister Narendra Modi will witness the signing of the UAE-India Comprehensive Economic Partnership Agreement (CEPA), UAE state news agency WAM and several Indian newspapers reported. 
India's foreign ministry spokesperson Arindam Bagchi told a news conference on Thursday he did not want to prejudge the outcome of the meeting between the two leaders, adding the ministry would make more information available on Friday.

""Relations with the United Arab Emirates have really seen a deepening and a transformation over the last few years,"" he said. 
The agreement will ""usher in a new era of economic cooperation and unlock greater avenues for trade and investment,"" WAM said late on Wednesday.
 
"
48,"<span>Feb 18, 2022 03:27AM ET</span>",,,,,,"(Bloomberg) -- Sign up for the New Economy Daily newsletter, follow us @economics and subscribe to our podcast
The European Central Bank should wind down net bond-buying in the summer, while giving itself more flexibility on the timetable for any subsequent interest-rate increase, according to Governing Council member Peter Kazimir.
The Slovak central bank chief said the tool -- which was created to stave off deflation after Europe’s debt crisis and was expanded during the pandemic -- has outlived its usefulness. The ECB doesn’t have a firm end date for its regular purchases, known as APP.
“The risks this instrument was designed to address have subsided, while on the other hand the negative side effects are becoming more significant,” Kazimir said Thursday in an interview. “Trading activity weakens in August so that would be a good natural timing for ending the program.”
Facing unprecedented euro-area inflation, ECB officials have fallen into agreement on the need to pare back support measures that include record-low interest rates and a second bond-buying program deployed when Covid-19 struck and due to end in March. Where they differ is on the speed at which the shift should happen.
Kazimir’s proposal for ending APP is the most specific since ECB President Christine Lagarde signaled a tougher stance to soaring prices this month. His timing chimes with Francois Villeroy de Galhau, who said this week that purchases could finish in the third quarter.
Both officials suggest a change to the ECB’s forward guidance that currently calls for interest rates to rise “shortly” after asset purchases are concluded. Doing so would provide more “optionality,” according to Villeroy.
“It’s time to start thinking about separating the two,” Kazimir said. “Phasing out asset purchases should free our hands and give us room to find the most appropriate timing for returning to rates as the standard monetary-policy tool.”
Italian bonds pared declines, with the 10-year yield one basis-point higher at 1.85%. Money markets maintained wagers on a quarter-point rate hike by October.
Other officials have urged caution in reacting to inflation that many economists still predict will come in below the ECB’s 2% target in the next two years. Spain’s Pablo Hernandez de Cos said Thursday he sees “no reason to overreact.” 
Chief Economist Philip Lane echoed that line later on, while also saying the ECB shouldn’t tolerate under-reactions to emerging inflation risks. 
By contrast, other Governing Council members are keener to follow the Bank of England and the Federal Reserve in raising rates. They include Germany’s Joachim Nagel and the Netherlands’ Klaas Knot, who’ve floated the idea of a hike as soon as this year.
Investors are betting on two quarter-point increases by the end of 2022, though Latvia’s Martins Kazaks said this week in an interview that such a scenario is “somewhat too harsh.” Liftoff is nevertheless “quite likely” this year, he said. 
The challenge for policy makers is that inflation is being driven by factors including high energy prices and supply-chain bottlenecks that have lasted longer than initially thought. While the pressure is still expected to ease, unpredictable events like the tensions between Russia and the West over Ukraine are muddying the outlook.   
“Our road-map toward monetary tightening still has some blank points that represent risks, and we’ll need more data that will decide whether or not a rate increase will be needed already this year,” Kazimir said. “I have no doubts that we’re headed toward monetary tightening, but I’d advocate for a path of gradual steps.”
 "
49,"<span>Feb 18, 2022 03:25AM ET</span>",,,,,,"BEIJING (Reuters) -China's state planner will take steps to stabilise the commodity market and hasten construction of new infrastructure, it said on Friday, in the effort to promote steady industrial growth. 
In a joint notice, the National Development and Reform Commission (NDRC) and other regulators announced 18 measures in a notice involving fiscal, financial, environmental and more policies to prop up the industrial sector in the world's second-largest economy. 
The NDRC said the authorities would ensure supply and stabilise prices of primary products and key raw materials, including iron ore and fertiliser. 
They also pledged to reinforce futures and spot market supervision of commodities and strengthen price monitoring.
China sought with a raft of measures recently to cool rapid growth in iron ore, a key steelmaking ingredient, to maintain market order and protect downstream users. 
The most-traded iron ore futures on Dalian Commodity Exchange posted the biggest weekly decline in nearly two years.
The state planner said it will encourage companies to invest in certain domestic iron ore and copper projects and boost use of scrap metal. 
Distributed solar power projects in central and eastern regions will also be encouraged, the NDRC said, adding that it would develop large-scale wind power and solar power bases in Gobi desert regions. 

The economic planner said it would guide the financial system to transfer profits to the real economy this year, pushing state-owned banks to lend more to manufacturers and back major projects to cut carbon emissions. 
The country will also speed up construction of new infrastructure projects, and increase financial support for traditional trading firms, cross-border e-commerce companies and others, authorities said in the notice. 
 
"
50,"<span>Feb 18, 2022 02:56AM ET</span>","A look at the day ahead in markets from Saikat Chatterjee
Markets breathed a sigh of relief after the U.S. Secretary of State Antony Blinken agreed to a meeting with Russia's Foreign Minister Sergei Lavrov, raising hopes of a diplomatic solution to the standoff over Ukraine. 
U.S. stock index futures gained half a percent, U.S. Treasury yields have rebounded from New York session lows and safe-haven currencies such as the yen retreated as the positive sentiment calmed jangled investors' nerves.
But markets remain far from convinced that a diplomatic solution will be found quickly with Ukrainian government forces and Russian-backed rebels in the country's east trading fresh accusations of shelling and other ceasefire violations.
Reflecting the nervousness in broader markets, a gauge of implied volatility in the stock market is within touching distance of a one-year high while currency markets are strewn with large options contracts designed to shield investors in case markets fluctuate wildly if a conflict breaks out.
Away from the incessant beating of war drums, fresh comments from U.S. Federal Reserve officials also provided no relief to markets before arguably the most important central bank policy meeting of the year in March.
Cleveland Fed President Loretta Mester said the Fed needs to move more aggressively to remove policy accommodation than it did following the Great Recession.
Her comments reflect an array of views among Fed policymakers in recent days with some officials supporting a measured pace of rate hikes while St. Louis Fed President Jim Bullard, among the notable hawks, supports a full percentage point increase in rates by July. 
And though futures have pulled back odds of a 50 bps rate hike next month, world stocks are set for a second consecutive weekly drop, signalling that investor unease on the direction of policy tightening remains a top concern. 
Key developments that should provide more direction to markets on Friday: 
Data: U.S. existing home sales for January, UK retail sales, Euro area advance consumer confidence reading for February
Macro speaker corner: Fed's Evans, Waller, Williams and Brainard
U.S. earnings: Deere (NYSE:DE), European earnings: Allianz (DE:ALVG), Natwest, Pearson, BASF, Swiss Re (OTC:SSREY)

Carmaker  Renault  (PA:RENA) plans to repay the state aid it received in the coronavirus pandemic ahead of schedule after it swung to profit in 2021. 
(Graphic: world stocks, https://fingfx.thomsonreuters.com/gfx/mkt/byvrjxgneve/world%20stocks.JPG) 
 
",,,,,
51,"<span>Feb 18, 2022 02:36AM ET</span>","BEIJING (Reuters) -China's state planner on Friday issued rules to promote a faster recovery from the COVID-19 pandemic in the services sector, including providing tax incentives to the catering, retail, tourism and aviation industries.
The National Development and Reform Commission also said it would guide online food delivery platforms to lower operating costs for catering businesses by reducing service fees, or commissions. The announcement sent shares in Meituan, one of the industry's dominant players, down by over 10%. 
China's vast services sector, which has been slow to recover from the COVID pandemic, is more vulnerable to sporadic outbreaks in the country, especially at a time when China is sticking to a zero-COVID approach of quickly stamping out virus clusters regardless of the economic cost.
The government urged greater financing support from local governments to retail firms for having routine and free COVID-19 tests for their staff, and will support banks to reasonably step up credit supply to the tourism industry, the NDRC said.

China will also stop collecting value-added tax from airlines for 2022 and keep subsidizing key routes and small airports, according to NDRC.
It also said it would encourage internet platforms to give preferential service fees to catering companies in pandemic affected areas. Meituan and  Alibaba  (NYSE:BABA), who owns food delivery platform Ele.me, did not immediately respond to requests for comment.
 
",,,,,
52,"<span>Feb 18, 2022 02:16AM ET</span>",,,,,,"By Leika Kihara
TOKYO (Reuters) - Prospects of tighter U.S. monetary policy continue to drive up yields for Japan's super-long government bonds, putting to test the central bank's resolve to defend its key 10-year target.
The 10-year Japanese government bond (JGB) yield moved back below an implicit 0.25% cap the Bank of Japan sets around its 0% target, after the central bank stepped in on Monday with a rare offer to buy an unlimited amount of the tenor at the level.
But 30-year and 40-year yields have crept up to multi-year highs, drawing investors' attention to the BOJ's response and how long it could keep defending the key 10-year target.
WHEN WOULD THE BOJ INTERVENE AGAIN?
The BOJ's focus is to avoid the 10-year JGB yield from rising above 0.25% and push up borrowing costs too much. It could step in again even before the yield hits 0.25%, if the rise in yields speeds up and risks breaching the line.
WILL THE BOJ INTERVENE TO CAP OTHER MATURITY YIELDS?
Under yield curve control, the BOJ seeks to control the shape of the curve by pinning short-term rates and the 10-year JGB yield. It does not set any target level for other zones.
As such, the BOJ likely won't intervene to stem rises in yields with maturities other than the 10-year, unless the moves could threaten to push up the 10-year yield above 0.25%.
For now, the BOJ sees the recent steepening of the yield curve as a desirable move as it widens the margin financial institutions earn from loans and investment.
WHAT'S NEXT?
If upward pressure on the 10-year yield continues to build up, the BOJ can conduct fixed-rate bond buying operations for as many consecutive days as necessary - the most powerful tool available to contain an unwelcome rise in borrowing costs.
The central bank also has the option of conducting an unscheduled bond-buying operation, or ramp up the amount of scheduled bond purchases released once every quarter.
HOW MUCH FIREPOWER DOES THE BOJ HAVE LEFT?
After years of heavy buying to pump money into the economy, the BOJ owns nearly half of outstanding JGBs. Its strong grip on the market allows it to control yields without ramping up buying much. Theoretically, the central bank can print as much money as it wants to keep buying JGBs to achieve its yield target.
WHAT ARE THE CONSTRAINTS?
The BOJ is chasing two conflicting goals. It wants to protect its yield cap to keep borrowing costs low. But it also hopes to avoid controlling yields too much and roll back recent efforts to breathe life back to a market made dormant by its huge presence.

That means the BOJ probably wants to limit the number of times it intervenes in the market. It will also avoid ramping up bond buying unless doing so becomes absolutely necessary to keep the 10-year yield from breaching 0.25%.
The yen's recent weakening won't deter the BOJ from stepping in to prevent yields from rising. But it may come under pressure to allow yields to rise more, if further yen declines boost import costs and draw public complaints about the rising cost of living. 
 
"
53,"<span>Feb 18, 2022 02:05AM ET</span>","OSLO (Reuters) -Norwegian Air reported on Friday a full-year profit for 2021 in a turnaround from losses suffered the previous year, and said booking trends point to busier travel ahead for Europe as COVID lockdown restrictions are lifted.
The budget carrier's net result swung to a profit of 1.88 billion Norwegian crowns ($211.4 million) last year from a loss of 23 billion crowns in 2020.
Fourth-quarter revenue rose almost fourfold to 2.55 billion crowns from 670 million the year before even as the Omicron outbreak affected business in late 2021.
""We are looking forward to welcoming more customers on board heading into the busier spring and summer seasons,"" Norwegian Air Chief Executive Officer Geir Karlsen said in a statement.
""Booking (NASDAQ:BKNG) trends show customers are planning and booking earlier in anticipation that the positive recent developments in regards to COVID-19 vaccinations and restrictions will continue in the long term,"" the company said in its earnings report.
The pandemic sent the indebted airline into bankruptcy proceedings from which it emerged in a slimmed-down version in May of last year with no long-distance network and a decimated fleet.
This year, the company plans to increase the number of aircraft in its fleet to 70 from 51 at the end of 2021. At its pre-pandemic peak, Norwegian Air had more than 160 planes.
In the fourth quarter, 3.1 million passengers travelled with Norwegian Air, up from 2.5 million in the third and far more than the 600,000 that flew with the airline in the final quarter of 2020.
Cash and cash equivalents rose to 7.7 billion crowns by the end of the fourth quarter from 7.6 billion three months earlier, Norwegian Air said.
As part of its court-ordered restructuring process, Norwegian Air converted almost all its debt to equity and struck deals with leasing firms to only pay for aircraft when they were actually in use, a so-called power-by-the-hour arrangement.

The company's shares have rise 9.6% so far this year.
($1 = 8.8931 Norwegian crowns)
 
",,,,,
54,"<span>Feb 18, 2022 01:45AM ET</span>",,,,,,"
TOKYO (Reuters) - Japan's consumer inflation may exceed 1% but will remain distant from the central bank's 2% target, a senior Bank of Japan official said on Friday.
""Japan's economy has yet to fully recover from the coronavirus pandemic's damage,"" BOJ Executive Director Shinichi Uchida told parliament. ""We're not in a situation where we can tweak our current easy monetary policy."" 
 
"
